sku,name,country_of_manufacture,description,short_description,weight,additional_attributes,categories,product_type,attribute_set_code,product_websites,product_online,tax_class_name,visibility,price,qty,is_in_stock,variantes,PrepareConfiguration,configurable_variations
1140679108,"CLAVIER TAPPEX NOIR ""TECHNO"" REF: 8704",CHINA,"Le TAPPEX Wired Keyboard combine simplicité, confort et performance pour un usage informatique quotidien. Grâce à sa connexion USB Plug & Play, il se branche facilement et fonctionne instantanément avec votre ordinateur.
 
 Son design ergonomique et ses touches réactives assurent une frappe fluide et silencieuse, réduisant la fatigue lors d’une utilisation prolongée. Il s’adapte parfaitement aux environnements de travail modernes.
 
 Compatible avec Windows et Mac, ce clavier est une solution pratique et fiable pour les professionnels, les étudiants et les utilisateurs domestiques.
 
 Caractéristiques :
 
 - Connexion USB Plug & Play
 
 - Frappe silencieuse et confortable
 
 - Design ergonomique et moderne
 
 - Compatible Windows & Mac
 
 - Idéal pour bureau et usage quotidien","Clavier filaire TAPPEX avec connexion USB offrant une frappe fluide, silencieuse et confortable. Compatible Windows et Mac, idéal pour le bureau ou l’usage quotidien",0,"mgs_brand=TECHNO,techno_ref=8704",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679107,"CLAVIER TAPPEX NOIR ""TECHNO"" REF: 8703",CHINA,"Le TAPPEX Wired Keyboard est un clavier fiable et pratique conçu pour un usage professionnel et quotidien. Il se connecte facilement grâce à son port USB Plug & Play, permettant une installation rapide sans logiciel supplémentaire.
 
 Doté d’un pavé numérique complet, il facilite la saisie de données et améliore la productivité. Son design robuste et ses touches confortables offrent une frappe précise et agréable même lors d’une utilisation prolongée.
 
 Compatible avec Windows et Mac, ce clavier constitue une solution idéale pour les bureaux, les écoles et les particuliers.
 
 Caractéristiques :
 
 - Connexion USB Plug & Play
 
 - Pavé numérique complet
 
 - Frappe confortable et précise
 
 - Design durable et ergonomique
 
 - Compatible Windows & Mac
 
 - Parfait pour travail bureautique et usage quotidien","Clavier filaire TAPPEX avec connexion USB offrant une frappe fluide, silencieuse et confortable. Compatible Windows et Mac, idéal pour le bureau ou l’usage quotidien",0,"mgs_brand=TECHNO,techno_ref=8703",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679104,"CLAVIER TAPPEX NOIR ""TECHNO"" REF: 8700",CHINA,"Le TAPPEX Wired Keyboard est conçu pour offrir une expérience de frappe confortable et efficace au quotidien. Grâce à sa connexion USB Plug & Play, il s’installe facilement sans configuration et fonctionne immédiatement avec votre ordinateur.
 
 Son design moderne et ergonomique assure une frappe silencieuse et agréable, idéale pour les environnements de bureau, d’étude ou à la maison. Les touches bien espacées garantissent une meilleure précision et un confort d’utilisation prolongé.
 
 Compatible avec Windows et Mac, ce clavier polyvalent répond parfaitement aux besoins professionnels et personnels.
 
 Caractéristiques :
 
 - Connexion USB Plug & Play
 
 - Frappe silencieuse et confortable
 
 - Design moderne et élégant
 
 - Compatible Windows & Mac
 
 - Idéal pour bureau, école et usage domestique","Clavier filaire TAPPEX avec connexion USB offrant une frappe fluide, silencieuse et confortable. Compatible Windows et Mac, idéal pour le bureau ou l’usage quotidien",0,"mgs_brand=TECHNO,techno_ref=8700",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679109,"CLAVIER ET SOURIS TAPPEX NOIR ""TECHNO"" REF: 8705",CHINA,"Le combo TAPPEX clavier et souris filaires est conçu pour offrir une solution simple et efficace pour votre espace de travail. Ce pack comprend un clavier ergonomique avec pavé numérique et une souris optique précise, permettant une utilisation confortable et fluide.
 
 Grâce à la connexion USB Plug & Play, l’installation est rapide et ne nécessite aucun logiciel. Le clavier assure une frappe agréable tandis que la souris garantit une navigation précise.
 
 Compatible avec Windows et Mac, ce combo est idéal pour les bureaux, les écoles et l’usage domestique.
 
 Caractéristiques :
 
 - Pack clavier + souris filaires
 
 - Connexion USB Plug & Play
 
 - Souris optique précise
 
 - Clavier confortable avec pavé numérique
 
 - Compatible Windows & Mac
 
 - Idéal pour travail bureautique et usage quotidien",Pack clavier et souris filaires TAPPEX avec connexion USB Plug & Play. Une solution complète et pratique pour le bureau et l’utilisation quotidienne.,0,"mgs_brand=TECHNO,techno_ref=8705",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679106,"CLAVIER RGB TAPPEX NOIR ""TECHNO"" REF: 8702",CHINA,"Le clavier filaire TAPPEX RGB combine design moderne et performance pour améliorer votre expérience informatique. Grâce à son éclairage RGB multicolore, il apporte une touche esthétique unique à votre bureau tout en facilitant l’utilisation dans des environnements peu éclairés.
 
 Doté d’une connexion USB Plug & Play, ce clavier s’installe facilement sans besoin de configuration. Il offre une frappe fluide, silencieuse et confortable, idéale pour le travail quotidien, les études ou une utilisation domestique.
 
 Compatible avec Windows et Mac, le TAPPEX RGB est un clavier fiable qui répond parfaitement aux besoins des utilisateurs modernes.
 
 Caractéristiques :
 
 - Clavier filaire avec éclairage RGB multicolore
 
 - Connexion USB Plug & Play
 
 - Frappe confortable et silencieuse
 
 - Design moderne et ergonomique
 
 - Compatible Windows & Mac
 
 - Idéal pour bureau et usage quotidien","Clavier filaire TAPPEX avec éclairage RGB multicolore, offrant une frappe confortable et un design moderne. Connexion USB Plug & Play, compatible Windows et Mac.",0,"mgs_brand=TECHNO,techno_ref=8702",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140679105,"CLAVIER ET SOURIS SANS FIL TAPPEX NOIR ""TECHNO"" REF: 8701",CHINA,"Le combo TAPPEX clavier et souris sans fil offre confort et liberté de mouvement grâce à sa technologie 2.4 GHz Wireless. Avec une portée pouvant atteindre 15 mètres, il garantit une connexion stable et fiable.
 
 Le clavier multimédia ergonomique permet une frappe fluide et confortable, tandis que la souris assure une navigation précise et rapide. L’installation est simple grâce au récepteur USB Plug & Play, qui permet une connexion instantanée avec votre ordinateur.
 
 Compatible avec Windows et Mac, ce pack est idéal pour les bureaux modernes, les espaces de travail à domicile et les utilisateurs recherchant une solution pratique et sans fil.
 
 Caractéristiques :
 
 - Clavier et souris sans fil
 
 - Technologie 2.4 GHz Wireless
 
 - Portée jusqu’à 15 mètres
 
 - Récepteur USB Plug & Play
 
 - Clavier multimédia ergonomique
 
 - Compatible Windows & Mac
 
 - Idéal pour bureau et usage domestique",Pack clavier et souris sans fil TAPPEX avec technologie 2.4G Wireless et portée jusqu’à 15 mètres. Solution pratique et moderne pour un espace de travail sans câbles.,0,"mgs_brand=TECHNO,techno_ref=8701",,simple,,base,2,Taxable Goods,search,0,999,1,,,
1140680937,"PORTE REVUES ""TECHNO""",ALGERIA,"Le porte-revues est la solution parfaite pour garder votre espace organisé. Compatible avec les documents A4, il permet un rangement vertical pratique et gain de place.
 
 Sa structure solide garantit une bonne stabilité, tandis que son design moderne s’intègre harmonieusement dans tout environnement professionnel ou domestique.
 
 - Adapté aux documents A4
 - Structure robuste
 - Gain de place
 - Idéal pour bureau, bibliothèque ou espace d’étude","Porte-revues , idéal pour organiser magazines, dossiers et documents A4. Design moderne et couleurs élégantes.",,mgs_brand=TECHNO,"Ecriture, Correction & Coloria",configurable,Products,base,2,Taxable Goods,search,0,999,1,1140669840;1140669839;1140669838;1140669837;1140669836;1140669835,,
1140680938,"CORBEILLE A COURRIERS EN PLASTIQUE ""TECHNO""",ALGERIA,"Corbeille à courriers empilable permet une organisation optimale de vos papiers au quotidien.
 
 Son système empilable facilite le classement multi-niveaux et maximise l’espace de travail. Fabriqué en plastique résistant, il garantit une longue durée d’utilisation.
 
 - Empilable et modulable
 - Compatible format A4
 - Design moderne et couleurs tendance
 - Idéal pour bureaux professionnels et usage domestique","Corbeille à courriers, empilable pour organiser vos dossiers et papiers. Solution pratique et élégante pour bureau moderne.",,mgs_brand=TECHNO,"Ecriture, Correction & Coloria",configurable,Products,base,2,Taxable Goods,search,0,999,1,1140669846;1140669845;1140669844;1140669843;1140669842;1140669841,,
1140680939,"CORBEILLE A PAPIER GM 11L ""TECHNO""",ALGERIA,"La corbeille à papier combine praticité et élégance. Conçue en plastique robuste, elle offre une excellente résistance à l’usage quotidien.
 
 Disponible en deux capacités (11L et 16L), elle s’adapte parfaitement aux espaces professionnels, scolaires ou domestiques.
 
 Sa palette de couleurs modernes apporte une touche esthétique discrète à votre environnement de travail.
 
 - Design aéré et moderne
 - Matière durable et facile à nettoyer
 - Légère et stable
 - Idéale pour bureau, chambre et salle d’étude","Corbeille à papier au design moderne et aux couleurs élégantes. Disponible en 11L idéale pour bureau, école ou maison. Plastique résistant et finition soignée.",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140669858;1140669857;1140669856;1140669855;1140669854;1140669853,,
1140680940,"CORBEILLE A PAPIER GM 16L ""TECHNO""",ALGERIA,"La corbeille à papier combine praticité et élégance. Conçue en plastique robuste, elle offre une excellente résistance à l’usage quotidien.
 
 Disponible en deux capacités (11L et 16L), elle s’adapte parfaitement aux espaces professionnels, scolaires ou domestiques.
 
 Sa palette de couleurs modernes apporte une touche esthétique discrète à votre environnement de travail.
 
 - Design aéré et moderne
 - Matière durable et facile à nettoyer
 - Légère et stable
 - Idéale pour bureau, chambre et salle d’étude","Corbeille à papier au design moderne et aux couleurs élégantes. Disponible en 16L idéale pour bureau, école ou maison. Plastique résistant et finition soignée.",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140669852;1140669851;1140669850;1140669849;1140669848;1140669847,,
1140680941,"CAISSE DE STOCKAGE PLASTIQUE PROBOX ""TECHNO""",ALGERIA,"La PROBOX 52L est une caisse de rangement solide conçue pour le stockage et la logistique. Fabriquée en polypropylène (PP) durable, elle résiste aux chocs et à une utilisation intensive.
 Avec ses dimensions 53 × 43 × 29 cm, elle offre une grande capacité tout en restant facile à manipuler et à empiler.
 
 - Capacité : 52 L
 - Plastique PP résistant
 - Compatible contact alimentaire
 - Empilable pour optimiser l’espace
 - Idéale pour stockage et transport","Boîte de rangement PROBOX 52L robuste et empilable, idéale pour le stockage et le transport. Fabriquée en plastique PP résistant, compatible contact alimentaire.",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140676527;1140676526;1140676525;1140676518;1140676516,,
1140680942,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX ""TECHNO""",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140676541;1140676540;1140676539;1140676537;1140676536;1140676535,,
1140680943,"COUVERCLE CAISSE DE STOCKAGE PLASTIQUE PROBOX ""TECHNO""",ALGERIA,"Le couvercle PROBOX est conçu pour fermer et protéger les caisses de rangement PROBOX. Fabriqué en polypropylène (PP) résistant, il assure une protection efficace contre la poussière et les saletés pendant le stockage ou le transport.
 
 Sa conception solide garantit un ajustement parfait avec les caisses PROBOX, permettant un empilage sécurisé et une meilleure organisation.
 
 - Plastique PP robuste
 - Protection contre poussière et saletés
 - Compatible avec caisses PROBOX
 - Idéal pour stockage et transport","Couvercle PROBOX robuste en plastique PP, conçu pour protéger et fermer les caisses PROBOX 52L lors du stockage ou du transport.",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140676534;1140676533;1140676532;1140676531;1140676530;1140676529;1140676528,,
1140680944,"CARTOUCHE D'ENCRE THINKY POUR MARQUEUR TABLEAU BLANC 3,2 g ""TECHNO""",ALGERIA,"Les cartouches d’encre Thinky pour marqueur tableau blanc permettent de recharger facilement vos marqueurs et de prolonger leur durée d’utilisation.
 
 Avec une contenance de 6 g, elles garantissent une écriture fluide, des couleurs visibles et un effacement facile sur le tableau. Idéales pour écoles, bureaux et salles de formation, elles représentent une solution pratique et économique.
 
 Caractéristiques :
 
 - Recharge pour marqueur tableau blanc
 
 - Contenance : 6 g
 
 - Couleur : Rose, Jaune, Orange, Rouge, Vert, Noir, Bleu 
 
 - Écriture fluide et effaçable","Cartouche d'encre Thinky pour marqueur tableau blanc. Recharge pratique de 6g offrant une écriture fluide,",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140672336;1140672331;1140672330;1140616983;1140616982;1140616981;1140616980,,
1140680945,"LOUPE MACRO ""TECHNO""",CHINA,"La loupe Macro Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 100mm/ 90mm/ 75mm/ 60mm.
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe Macro de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision.",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140669434;1140669433;1140669158;1140669154,,
1140680946,"LOUPE VIEW ""TECHNO""",CHINA,"La loupe View de Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 100mm/ 90mm/ 75mm
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe 100 mm de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140669437;1140669436;1140669435,,
1140680947,"LOUPE NOBLE ""TECHNO""",CHINA,"La loupe NOBLE de Techno est conçue pour faciliter la lecture et l’observation des petits détails. Grâce à son grossissement puissant, elle permet d’agrandir clairement les textes, images et objets.
 
 Son design ergonomique avec poignée confortable assure une prise en main facile, idéale pour les étudiants, bureaux, travaux scolaires ou loisirs. Disponible en plusieurs tailles et niveaux de grossissement pour s’adapter à différents besoins.
 
 Caractéristiques :
 
 Loupe de lecture pratique
 
 Grossissement : 90mm/ 75mm/ 50mm/
 
 Différents diamètres disponibles
 
 Poignée ergonomique
 
 Idéale pour lecture, école et bureau","Loupe NOBLE de Techno pratique pour agrandir textes et images avec une vision claire. Idéale pour la lecture, l’étude et les travaux de précision",,mgs_brand=TECHNO,,configurable,,base,2,Taxable Goods,search,0,999,1,1140669440;1140669439;1140669438,,
